Wavelength,Flux
5192.8,1.89E-12
5194.2,1.90E-12
5195.6,1.92E-12
5197,1.94E-12
5198.4,1.96E-12
5199.8,1.96E-12
5201.2,1.99E-12
5202.6,2.01E-12
5204,2.00E-12
5205.4,1.94E-12
5206.8,1.93E-12
5208.2,1.92E-12
5209.6,1.93E-12
5211,1.98E-12
5212.4,2.01E-12
5213.8,2.00E-12
5215.2,1.99E-12
5216.6,1.98E-12
5218,2.01E-12
5219.4,2.00E-12
5220.8,1.97E-12
5222.2,1.97E-12
5223.6,1.98E-12
5225,1.93E-12
5226.4,1.87E-12
5227.8,1.84E-12
5229.2,1.87E-12
5230.6,1.95E-12
5232,1.96E-12
5233.4,1.92E-12
5234.8,1.89E-12
5236.2,1.90E-12
5237.6,1.92E-12
5239,1.95E-12
5240.4,1.96E-12
5241.8,1.94E-12
5243.2,1.90E-12
5244.6,1.92E-12
5246,1.95E-12
5247.4,1.96E-12
5248.8,1.94E-12
5250.2,1.92E-12
5251.6,1.90E-12
5253,1.90E-12
5254.4,1.89E-12
5255.8,1.90E-12
5257.2,1.92E-12
5258.6,1.93E-12
5260,1.92E-12
5261.4,1.91E-12
5262.8,1.88E-12
5264.2,1.82E-12
5265.6,1.77E-12
5267,1.77E-12
5268.4,1.80E-12
5269.8,1.80E-12
5271.2,1.78E-12
5272.6,1.80E-12
5274,1.81E-12
5275.4,1.80E-12
5276.8,1.79E-12
5278.2,1.83E-12
5279.6,1.86E-12
5281,1.86E-12
5282.4,1.85E-12
5283.8,1.82E-12
5285.2,1.81E-12
5286.6,1.85E-12
5288,1.92E-12
5289.4,1.96E-12
5290.8,1.96E-12
5292.2,1.94E-12
5293.6,1.91E-12
5295,1.86E-12
5296.4,1.86E-12
5297.8,1.85E-12
5299.2,1.85E-12
5300.6,1.86E-12
5302,1.90E-12
5303.4,1.92E-12
5304.8,1.92E-12
5306.2,1.90E-12
5307.6,1.88E-12
5309,1.90E-12
5310.4,1.90E-12
5311.8,1.90E-12
5313.2,1.93E-12
5314.6,1.89E-12
5316,1.86E-12
5317.4,1.82E-12
5318.8,1.80E-12
5320.2,1.82E-12
5321.6,1.84E-12
5323,1.85E-12
5324.4,1.84E-12
5325.8,1.83E-12
5327.2,1.80E-12
5328.6,1.77E-12
5330,1.76E-12
5331.4,1.80E-12
5332.8,1.82E-12
5334.2,1.84E-12
5335.6,1.85E-12
5337,1.83E-12
5338.4,1.77E-12
5339.8,1.74E-12
5341.2,1.76E-12
5342.6,1.80E-12
5344,1.85E-12
5345.4,1.83E-12
5346.8,1.82E-12
5348.2,1.84E-12
5349.6,1.87E-12
5351,1.88E-12
5352.4,1.89E-12
5353.8,1.89E-12
5355.2,1.89E-12
5356.6,1.90E-12
5358,1.90E-12
5359.4,1.90E-12
5360.8,1.89E-12
5362.2,1.86E-12
5363.6,1.80E-12
5365,1.78E-12
5366.4,1.79E-12
5367.8,1.79E-12
5369.2,1.78E-12
5370.6,1.76E-12
5372,1.76E-12
5373.4,1.79E-12
5374.8,1.83E-12
5376.2,1.85E-12
5377.6,1.87E-12
5379,1.85E-12
5380.4,1.81E-12
5381.8,1.79E-12
5383.2,1.81E-12
5384.6,1.83E-12
5386,1.84E-12
5387.4,1.85E-12
5388.8,1.87E-12
5390.2,1.86E-12
5391.6,1.84E-12
5393,1.82E-12
5394.4,1.80E-12
5395.8,1.78E-12
5397.2,1.77E-12
5398.6,1.77E-12
5400,1.78E-12
5401.4,1.76E-12
5402.8,1.76E-12
5404.2,1.77E-12
5405.6,1.72E-12
5407,1.76E-12
5408.4,1.79E-12
5409.8,1.81E-12
5411.2,1.79E-12
5412.6,1.81E-12
5414,1.82E-12
5415.4,1.82E-12
5416.8,1.81E-12
5418.2,1.84E-12
5419.6,1.85E-12
5421,1.83E-12
5422.4,1.78E-12
5423.8,1.74E-12
5425.2,1.75E-12
5426.6,1.77E-12
5428,1.78E-12
5429.4,1.78E-12
5430.8,1.75E-12
5432.2,1.73E-12
5433.6,1.75E-12
5435,1.76E-12
5436.4,1.77E-12
5437.8,1.80E-12
5439.2,1.82E-12
5440.6,1.81E-12
5442,1.80E-12
5443.4,1.79E-12
5444.8,1.76E-12
5446.2,1.71E-12
5447.6,1.70E-12
5449,1.73E-12
5450.4,1.74E-12
5451.8,1.75E-12
5453.2,1.77E-12
5454.6,1.77E-12
5456,1.74E-12
5457.4,1.73E-12
5458.8,1.75E-12
5460.2,1.76E-12
5461.6,1.72E-12
5463,1.70E-12
5464.4,1.71E-12
5465.8,1.75E-12
5467.2,1.78E-12
5468.6,1.78E-12
5470,1.77E-12
5471.4,1.75E-12
5472.8,1.72E-12
5474.2,1.71E-12
5475.6,1.69E-12
5477,1.66E-12
5478.4,1.66E-12
5479.8,1.70E-12
5481.2,1.74E-12
5482.6,1.76E-12
5484,1.73E-12
5485.4,1.75E-12
5486.8,1.76E-12
5488.2,1.77E-12
5489.6,1.75E-12
5491,1.72E-12
5492.4,1.71E-12
5493.8,1.73E-12
5495.2,1.75E-12
5496.6,1.73E-12
5498,1.73E-12
5499.4,1.73E-12
5500.8,1.76E-12
5502.2,1.74E-12
5503.6,1.73E-12
5505,1.73E-12
5506.4,1.72E-12
5507.8,1.71E-12
5509.2,1.71E-12
5510.6,1.70E-12
5512,1.68E-12
5513.4,1.70E-12
5514.8,1.73E-12
5516.2,1.75E-12
5517.6,1.74E-12
5519,1.74E-12
5520.4,1.74E-12
5521.8,1.74E-12
5523.2,1.74E-12
5524.6,1.71E-12
5526,1.69E-12
5527.4,1.67E-12
5528.8,1.63E-12
5530.2,1.63E-12
5531.6,1.69E-12
5533,1.72E-12
5534.4,1.70E-12
5535.8,1.68E-12
5537.2,1.67E-12
5538.6,1.69E-12
5540,1.73E-12
5541.4,1.76E-12
5542.8,1.76E-12
5544.2,1.76E-12
5545.6,1.76E-12
5547,1.76E-12
5548.4,1.77E-12
5549.8,1.78E-12
5551.2,1.76E-12
5552.6,1.74E-12
5554,1.72E-12
5555.4,1.71E-12
5556.8,1.70E-12
5558.2,1.71E-12
5559.6,1.71E-12
5561,1.71E-12
5562.4,1.68E-12
5563.8,1.66E-12
5565.2,1.65E-12
5566.6,1.64E-12
5568,1.64E-12
5569.4,1.64E-12
5570.8,1.65E-12
5572.2,1.66E-12
5573.6,1.64E-12
5575,1.65E-12
5576.4,1.67E-12
5577.8,1.68E-12
5579.2,1.67E-12
5580.6,1.66E-12
5582,1.65E-12
5583.4,1.65E-12
5584.8,1.63E-12
5586.2,1.60E-12
5587.6,1.58E-12
5589,1.57E-12
5590.4,1.58E-12
5591.8,1.60E-12
5593.2,1.61E-12
5594.6,1.61E-12
5596,1.63E-12
5597.4,1.62E-12
5598.8,1.62E-12
5600.2,1.61E-12
5601.6,1.60E-12
5603,1.57E-12
5604.4,1.58E-12
5605.8,1.62E-12
5607.2,1.64E-12
5608.6,1.67E-12
5610,1.67E-12
5611.4,1.65E-12
5612.8,1.63E-12
5614.2,1.63E-12
5615.6,1.59E-12
5617,1.56E-12
5618.4,1.57E-12
5619.8,1.58E-12
5621.2,1.61E-12
5622.6,1.63E-12
5624,1.64E-12
5625.4,1.64E-12
5626.8,1.64E-12
5628.2,1.62E-12
5629.6,1.61E-12
5631,1.62E-12
5632.4,1.63E-12
5633.8,1.64E-12
5635.2,1.65E-12
5636.6,1.64E-12
5638,1.61E-12
5639.4,1.60E-12
5640.8,1.60E-12
5642.2,1.61E-12
5643.6,1.63E-12
5645,1.66E-12
5646.4,1.67E-12
5647.8,1.66E-12
5649.2,1.63E-12
5650.6,1.62E-12
5652,1.58E-12
5653.4,1.58E-12
5654.8,1.59E-12
5656.2,1.57E-12
5657.6,1.55E-12
5659,1.52E-12
5660.4,1.52E-12
5661.8,1.55E-12
5663.2,1.58E-12
5664.6,1.57E-12
5666,1.57E-12
5667.4,1.56E-12
5668.8,1.57E-12
5670.2,1.56E-12
5671.6,1.57E-12
5673,1.59E-12
5674.4,1.58E-12
5675.8,1.58E-12
5677.2,1.58E-12
5678.6,1.58E-12
5680,1.58E-12
5681.4,1.58E-12
5682.8,1.58E-12
5684.2,1.57E-12
5685.6,1.54E-12
5687,1.53E-12
5688.4,1.51E-12
5689.8,1.50E-12
5691.2,1.52E-12
5692.6,1.58E-12
5694,1.61E-12
5695.4,1.61E-12
5696.8,1.59E-12
5698.2,1.57E-12
5699.6,1.55E-12
5701,1.53E-12
5702.4,1.51E-12
5703.8,1.50E-12
5705.2,1.49E-12
5706.6,1.50E-12
5708,1.50E-12
5709.4,1.50E-12
5710.8,1.51E-12
5712.2,1.51E-12
5713.6,1.53E-12
5715,1.56E-12
5716.4,1.57E-12
5717.8,1.55E-12
5719.2,1.53E-12
5720.6,1.54E-12
5722,1.53E-12
5723.4,1.54E-12
5724.8,1.56E-12
5726.2,1.57E-12
5727.6,1.60E-12
5729,1.63E-12
5730.4,1.64E-12
5731.8,1.61E-12
5733.2,1.56E-12
5734.6,1.54E-12
5736,1.54E-12
5737.4,1.56E-12
5738.8,1.58E-12
5740.2,1.58E-12
5741.6,1.56E-12
5743,1.57E-12
5744.4,1.59E-12
5745.8,1.56E-12
5747.2,1.53E-12
5748.6,1.51E-12
5750,1.51E-12
5751.4,1.50E-12
5752.8,1.49E-12
5754.2,1.50E-12
5755.6,1.53E-12
5757,1.56E-12
5758.4,1.57E-12
5759.8,1.58E-12
5761.2,1.57E-12
5762.6,1.54E-12
5764,1.49E-12
5765.4,1.50E-12
5766.8,1.54E-12
5768.2,1.56E-12
5769.6,1.55E-12
5771,1.53E-12
5772.4,1.53E-12
5773.8,1.54E-12
5775.2,1.56E-12
5776.6,1.58E-12
5778,1.58E-12
5779.4,1.55E-12
5780.8,1.52E-12
5782.2,1.51E-12
5783.6,1.49E-12
5785,1.51E-12
5786.4,1.54E-12
5787.8,1.55E-12
5789.2,1.55E-12
5790.6,1.52E-12
5792,1.51E-12
5793.4,1.50E-12
5794.8,1.50E-12
5796.2,1.48E-12
5797.6,1.48E-12
5799,1.50E-12
5800.4,1.51E-12
5801.8,1.51E-12
5803.2,1.52E-12
5804.6,1.53E-12
5806,1.51E-12
5807.4,1.49E-12
5808.8,1.49E-12
5810.2,1.50E-12
5811.6,1.50E-12
5813,1.52E-12
5814.4,1.52E-12
5815.8,1.51E-12
5817.2,1.52E-12
5818.6,1.55E-12
5820,1.56E-12
5821.4,1.53E-12
5822.8,1.51E-12
5824.2,1.52E-12
5825.6,1.53E-12
5827,1.52E-12
5828.4,1.51E-12
5829.8,1.49E-12
5831.2,1.51E-12
5832.6,1.52E-12
5834,1.51E-12
5835.4,1.50E-12
5836.8,1.50E-12
5838.2,1.51E-12
5839.6,1.52E-12
5841,1.52E-12
5842.4,1.51E-12
5843.8,1.53E-12
5845.2,1.51E-12
5846.6,1.51E-12
5848,1.52E-12
5849.4,1.54E-12
5850.8,1.51E-12
5852.2,1.46E-12
5853.6,1.43E-12
5855,1.41E-12
5856.4,1.41E-12
5857.8,1.43E-12
5859.2,1.46E-12
5860.6,1.48E-12
5862,1.50E-12
5863.4,1.49E-12
5864.8,1.49E-12
5866.2,1.50E-12
5867.6,1.49E-12
5869,1.49E-12
5870.4,1.51E-12
5871.8,1.48E-12
5873.2,1.48E-12
5874.6,1.50E-12
5876,1.51E-12
5877.4,1.49E-12
5878.8,1.48E-12
5880.2,1.46E-12
5881.6,1.45E-12
5883,1.45E-12
5884.4,1.45E-12
5885.8,1.44E-12
5887.2,1.42E-12
5888.6,1.39E-12
5890,1.35E-12
5891.4,1.33E-12
5892.8,1.34E-12
5894.2,1.34E-12
5895.6,1.32E-12
5897,1.32E-12
5898.4,1.37E-12
5899.8,1.41E-12
5901.2,1.42E-12
5902.6,1.42E-12
5904,1.42E-12
5905.4,1.44E-12
5906.8,1.45E-12
5908.2,1.43E-12
5909.6,1.43E-12
5911,1.46E-12
5912.4,1.47E-12
5913.8,1.44E-12
5915.2,1.41E-12
5916.6,1.42E-12
5918,1.43E-12
5919.4,1.44E-12
5920.8,1.46E-12
5922.2,1.45E-12
5923.6,1.43E-12
5925,1.42E-12
5926.4,1.42E-12
5927.8,1.44E-12
5929.2,1.46E-12
5930.6,1.45E-12
5932,1.45E-12
5933.4,1.44E-12
5934.8,1.43E-12
5936.2,1.44E-12
5937.6,1.48E-12
5939,1.44E-12
5940.4,1.42E-12
5941.8,1.42E-12
5943.2,1.42E-12
5944.6,1.40E-12
5946,1.39E-12
5947.4,1.37E-12
5948.8,1.38E-12
5950.2,1.41E-12
5951.6,1.42E-12
5953,1.40E-12
5954.4,1.39E-12
5955.8,1.39E-12
5957.2,1.39E-12
5958.6,1.41E-12
5960,1.43E-12
5961.4,1.45E-12
5962.8,1.49E-12
5964.2,1.51E-12
5965.6,1.48E-12
5967,1.43E-12
5968.4,1.40E-12
5969.8,1.39E-12
5971.2,1.39E-12
5972.6,1.41E-12
5974,1.44E-12
5975.4,1.44E-12
5976.8,1.42E-12
5978.2,1.40E-12
5979.6,1.40E-12
5981,1.40E-12
5982.4,1.40E-12
5983.8,1.38E-12
5985.2,1.37E-12
5986.6,1.38E-12
5988,1.37E-12
5989.4,1.38E-12
5990.8,1.39E-12
5992.2,1.38E-12
5993.6,1.37E-12
5995,1.36E-12
5996.4,1.36E-12
5997.8,1.38E-12
5999.2,1.38E-12
6000.6,1.38E-12
6002,1.38E-12
6003.4,1.36E-12
6004.8,1.35E-12
6006.2,1.34E-12
6007.6,1.32E-12
6009,1.31E-12
6010.4,1.30E-12
6011.8,1.32E-12
6013.2,1.32E-12
6014.6,1.31E-12
6016,1.32E-12
6017.4,1.35E-12
6018.8,1.36E-12
6020.2,1.34E-12
6021.6,1.32E-12
6023,1.32E-12
6024.4,1.34E-12
6025.8,1.37E-12
6027.2,1.35E-12
6028.6,1.34E-12
6030,1.33E-12
6031.4,1.33E-12
6032.8,1.35E-12
6034.2,1.40E-12
6035.6,1.41E-12
6037,1.37E-12
6038.4,1.37E-12
6039.8,1.36E-12
6041.2,1.33E-12
6042.6,1.35E-12
6044,1.36E-12
6045.4,1.33E-12
6046.8,1.33E-12
6048.2,1.33E-12
6049.6,1.33E-12
6051,1.33E-12
6052.4,1.33E-12
6053.8,1.34E-12
6055.2,1.35E-12
6056.6,1.36E-12
6058,1.34E-12
6059.4,1.33E-12
6060.8,1.33E-12
6062.2,1.33E-12
6063.6,1.32E-12
6065,1.32E-12
6066.4,1.31E-12
6067.8,1.30E-12
6069.2,1.32E-12
6070.6,1.34E-12
6072,1.35E-12
6073.4,1.35E-12
6074.8,1.33E-12
6076.2,1.31E-12
6077.6,1.33E-12
6079,1.32E-12
6080.4,1.31E-12
6081.8,1.31E-12
6083.2,1.30E-12
6084.6,1.31E-12
6086,1.31E-12
6087.4,1.31E-12
6088.8,1.30E-12
6090.2,1.32E-12
6091.6,1.34E-12
6093,1.34E-12
6094.4,1.35E-12
6095.8,1.39E-12
6097.2,1.37E-12
6098.6,1.35E-12
6100,1.33E-12
6101.4,1.27E-12
6102.8,1.22E-12
6104.2,1.19E-12
6105.6,1.22E-12
6107,1.27E-12
6108.4,1.30E-12
6109.8,1.33E-12
6111.2,1.33E-12
6112.6,1.31E-12
6114,1.29E-12
6115.4,1.33E-12
6116.8,1.35E-12
6118.2,1.32E-12
6119.6,1.31E-12
6121,1.31E-12
6122.4,1.30E-12
6123.8,1.30E-12
6125.2,1.32E-12
6126.6,1.32E-12
6128,1.30E-12
6129.4,1.29E-12
6130.8,1.30E-12
6132.2,1.30E-12
6133.6,1.29E-12
6135,1.30E-12
6136.4,1.30E-12
6137.8,1.25E-12
6139.2,1.24E-12
6140.6,1.23E-12
6142,1.24E-12
6143.4,1.25E-12
6144.8,1.26E-12
6146.2,1.23E-12
6147.6,1.22E-12
6149,1.24E-12
6150.4,1.25E-12
6151.8,1.27E-12
6153.2,1.29E-12
6154.6,1.30E-12
6156,1.31E-12
6157.4,1.28E-12
6158.8,1.27E-12
6160.2,1.26E-12
6161.6,1.24E-12
6163,1.23E-12
6164.4,1.25E-12
6165.8,1.30E-12
6167.2,1.28E-12
6168.6,1.29E-12
6170,1.29E-12
6171.4,1.29E-12
6172.8,1.29E-12
6174.2,1.29E-12
6175.6,1.29E-12
6177,1.30E-12
6178.4,1.29E-12
6179.8,1.28E-12
6181.2,1.26E-12
6182.6,1.27E-12
6184,1.28E-12
6185.4,1.29E-12
6186.8,1.29E-12
6188.2,1.28E-12
6189.6,1.27E-12
6191,1.28E-12
6192.4,1.28E-12
6193.8,1.25E-12
6195.2,1.26E-12
6196.6,1.28E-12
6198,1.26E-12
6199.4,1.25E-12
6200.8,1.25E-12
6202.2,1.27E-12
6203.6,1.29E-12
6205,1.29E-12
6206.4,1.28E-12
6207.8,1.29E-12
6209.2,1.29E-12
6210.6,1.28E-12
6212,1.26E-12
6213.4,1.23E-12
6214.8,1.22E-12
6216.2,1.22E-12
6217.6,1.22E-12
6219,1.23E-12
6220.4,1.25E-12
6221.8,1.27E-12
6223.2,1.25E-12
6224.6,1.27E-12
6226,1.28E-12
6227.4,1.28E-12
6228.8,1.27E-12
6230.2,1.27E-12
6231.6,1.22E-12
6233,1.22E-12
6234.4,1.25E-12
6235.8,1.27E-12
6237.2,1.28E-12
6238.6,1.25E-12
6240,1.23E-12
6241.4,1.22E-12
6242.8,1.24E-12
6244.2,1.24E-12
6245.6,1.23E-12
6247,1.22E-12
6248.4,1.24E-12
6249.8,1.26E-12
6251.2,1.23E-12
6252.6,1.20E-12
6254,1.21E-12
6255.4,1.23E-12
6256.8,1.25E-12
6258.2,1.25E-12
6259.6,1.25E-12
6261,1.28E-12
6262.4,1.30E-12
6263.8,1.28E-12
6265.2,1.23E-12
6266.6,1.21E-12
6268,1.23E-12
6269.4,1.24E-12
6270.8,1.23E-12
6272.2,1.22E-12
6273.6,1.23E-12
6275,1.22E-12
6276.4,1.21E-12
6277.8,1.21E-12
6279.2,1.22E-12
6280.6,1.22E-12
6282,1.20E-12
6283.4,1.18E-12
6284.8,1.16E-12
6286.2,1.20E-12
6287.6,1.23E-12
6289,1.23E-12
6290.4,1.23E-12
6291.8,1.26E-12
6293.2,1.26E-12
6294.6,1.25E-12
6296,1.23E-12
6297.4,1.23E-12
6298.8,1.22E-12
6300.2,1.20E-12
6301.6,1.17E-12
6303,1.14E-12
6304.4,1.16E-12
6305.8,1.19E-12
6307.2,1.19E-12
6308.6,1.21E-12
6310,1.22E-12
6311.4,1.21E-12
6312.8,1.19E-12
6314.2,1.18E-12
6315.6,1.17E-12
6317,1.18E-12
6318.4,1.21E-12
6319.8,1.24E-12
6321.2,1.22E-12
6322.6,1.20E-12
6324,1.21E-12
6325.4,1.22E-12
6326.8,1.23E-12
6328.2,1.24E-12
6329.6,1.22E-12
6331,1.20E-12
6332.4,1.19E-12
6333.8,1.19E-12
6335.2,1.19E-12
6336.6,1.16E-12
6338,1.15E-12
6339.4,1.16E-12
6340.8,1.18E-12
6342.2,1.21E-12
6343.6,1.24E-12
6345,1.26E-12
6346.4,1.24E-12
6347.8,1.21E-12
6349.2,1.21E-12
6350.6,1.24E-12
6352,1.26E-12
6353.4,1.25E-12
6354.8,1.22E-12
6356.2,1.21E-12
6357.6,1.20E-12
6359,1.19E-12
6360.4,1.18E-12
6361.8,1.19E-12
6363.2,1.20E-12
6364.6,1.20E-12
6366,1.21E-12
6367.4,1.21E-12
6368.8,1.23E-12
6370.2,1.21E-12
6371.6,1.17E-12
6373,1.16E-12
6374.4,1.18E-12
6375.8,1.22E-12
6377.2,1.24E-12
6378.6,1.24E-12
6380,1.24E-12
6381.4,1.22E-12
6382.8,1.20E-12
6384.2,1.19E-12
6385.6,1.18E-12
6387,1.18E-12
6388.4,1.18E-12
6389.8,1.18E-12
6391.2,1.20E-12
6392.6,1.21E-12
6394,1.21E-12
6395.4,1.23E-12
6396.8,1.23E-12
6398.2,1.21E-12
6399.6,1.18E-12
6401,1.21E-12
6402.4,1.24E-12
6403.8,1.23E-12
6405.2,1.20E-12
6406.6,1.19E-12
6408,1.19E-12
6409.4,1.19E-12
6410.8,1.20E-12
6412.2,1.19E-12
6413.6,1.18E-12
6415,1.19E-12
6416.4,1.19E-12
6417.8,1.18E-12
6419.2,1.18E-12
6420.6,1.17E-12
6422,1.18E-12
6423.4,1.21E-12
6424.8,1.21E-12
6426.2,1.22E-12
6427.6,1.24E-12
6429,1.25E-12
6430.4,1.22E-12
6431.8,1.20E-12
6433.2,1.20E-12
6434.6,1.20E-12
6436,1.19E-12
6437.4,1.19E-12
6438.8,1.19E-12
6440.2,1.18E-12
6441.6,1.16E-12
6443,1.18E-12
6444.4,1.18E-12
6445.8,1.17E-12
6447.2,1.14E-12
6448.6,1.17E-12
6450,1.16E-12
6451.4,1.16E-12
6452.8,1.17E-12
6454.2,1.20E-12
6455.6,1.17E-12
6457,1.13E-12
6458.4,1.12E-12
6459.8,1.15E-12
6461.2,1.16E-12
6462.6,1.16E-12
6464,1.17E-12
6465.4,1.18E-12
6466.8,1.20E-12
6468.2,1.22E-12
6469.6,1.21E-12
6471,1.19E-12
6472.4,1.16E-12
6473.8,1.15E-12
6475.2,1.15E-12
6476.6,1.15E-12
6478,1.15E-12
6479.4,1.16E-12
6480.8,1.19E-12
6482.2,1.20E-12
6483.6,1.20E-12
6485,1.20E-12
6486.4,1.20E-12
6487.8,1.20E-12
6489.2,1.19E-12
6490.6,1.17E-12
6492,1.15E-12
6493.4,1.14E-12
6494.8,1.13E-12
6496.2,1.13E-12
6497.6,1.14E-12
6499,1.15E-12
6500.4,1.15E-12
6501.8,1.16E-12
6503.2,1.15E-12
6504.6,1.15E-12
6506,1.18E-12
6507.4,1.18E-12
6508.8,1.17E-12
6510.2,1.16E-12
6511.6,1.18E-12
6513,1.17E-12
6514.4,1.15E-12
6515.8,1.15E-12
6517.2,1.16E-12
6518.6,1.16E-12
6520,1.17E-12
6521.4,1.18E-12
6522.8,1.18E-12
6524.2,1.20E-12
6525.6,1.20E-12
6527,1.19E-12
6528.4,1.18E-12
6529.8,1.17E-12
6531.2,1.17E-12
6532.6,1.18E-12
6534,1.18E-12
6535.4,1.17E-12
6536.8,1.16E-12
6538.2,1.16E-12
6539.6,1.15E-12
6541,1.15E-12
6542.4,1.16E-12
6543.8,1.15E-12
6545.2,1.12E-12
6546.6,1.11E-12
6548,1.11E-12
6549.4,1.11E-12
6550.8,1.09E-12
6552.2,1.06E-12
6553.6,1.03E-12
6555,1.02E-12
6556.4,1.00E-12
6557.8,9.67E-13
6559.2,9.28E-13
6560.6,8.62E-13
6562,7.63E-13
6563.4,6.91E-13
6564.8,6.88E-13
6566.2,7.57E-13
6567.6,8.57E-13
6569,9.34E-13
6570.4,9.89E-13
6571.8,1.02E-12
6573.2,1.04E-12
6574.6,1.06E-12
6576,1.06E-12
6577.4,1.08E-12
6578.8,1.10E-12
6580.2,1.10E-12
6581.6,1.10E-12
6583,1.09E-12
6584.4,1.10E-12
6585.8,1.12E-12
6587.2,1.11E-12
6588.6,1.10E-12
6590,1.10E-12
6591.4,1.12E-12
6592.8,1.10E-12
6594.2,1.08E-12
6595.6,1.09E-12
6597,1.12E-12
6598.4,1.13E-12
6599.8,1.13E-12
6601.2,1.13E-12
6602.6,1.14E-12
6604,1.17E-12
6605.4,1.18E-12
6606.8,1.17E-12
6608.2,1.17E-12
6609.6,1.14E-12
6611,1.10E-12
6612.4,1.10E-12
6613.8,1.11E-12
6615.2,1.13E-12
6616.6,1.14E-12
6618,1.13E-12
6619.4,1.13E-12
6620.8,1.14E-12
6622.2,1.16E-12
6623.6,1.16E-12
6625,1.17E-12
6626.4,1.17E-12
6627.8,1.18E-12
6629.2,1.15E-12
6630.6,1.13E-12
6632,1.11E-12
6633.4,1.13E-12
6634.8,1.13E-12
6636.2,1.12E-12
6637.6,1.13E-12
6639,1.13E-12
6640.4,1.13E-12
6641.8,1.14E-12
6643.2,1.14E-12
6644.6,1.14E-12
6646,1.13E-12
6647.4,1.13E-12
6648.8,1.12E-12
6650.2,1.12E-12
6651.6,1.12E-12
6653,1.12E-12
6654.4,1.11E-12
6655.8,1.12E-12
6657.2,1.13E-12
6658.6,1.12E-12
6660,1.11E-12
6661.4,1.10E-12
6662.8,1.08E-12
6664.2,1.05E-12
6665.6,1.04E-12
6667,1.04E-12
6668.4,1.06E-12
6669.8,1.11E-12
6671.2,1.13E-12
6672.6,1.14E-12
6674,1.15E-12
6675.4,1.15E-12
6676.8,1.13E-12
6678.2,1.12E-12
6679.6,1.11E-12
6681,1.10E-12
6682.4,1.10E-12
6683.8,1.09E-12
6685.2,1.09E-12
6686.6,1.09E-12
6688,1.11E-12
6689.4,1.09E-12
6690.8,1.09E-12
6692.2,1.11E-12
6693.6,1.13E-12
6695,1.13E-12
6696.4,1.12E-12
6697.8,1.11E-12
6699.2,1.10E-12
6700.6,1.11E-12
6702,1.12E-12
6703.4,1.12E-12
6704.8,1.11E-12
6706.2,1.10E-12
6707.6,1.08E-12
6709,1.09E-12
6710.4,1.10E-12
6711.8,1.12E-12
6713.2,1.11E-12
6714.6,1.08E-12
6716,1.08E-12
6717.4,1.09E-12
6718.8,1.08E-12
6720.2,1.08E-12
6721.6,1.09E-12
6723,1.08E-12
6724.4,1.07E-12
6725.8,1.07E-12
6727.2,1.10E-12
6728.6,1.10E-12
6730,1.10E-12
6731.4,1.13E-12
6732.8,1.12E-12
6734.2,1.11E-12
6735.6,1.08E-12
6737,1.04E-12
6738.4,1.04E-12
6739.8,1.06E-12
6741.2,1.10E-12
6742.6,1.10E-12
6744,1.08E-12
6745.4,1.06E-12
6746.8,1.05E-12
6748.2,1.04E-12
6749.6,1.04E-12
6751,1.04E-12
6752.4,1.06E-12
6753.8,1.07E-12
6755.2,1.05E-12
6756.6,1.05E-12
6758,1.05E-12
6759.4,1.04E-12
6760.8,1.04E-12
6762.2,1.06E-12
6763.6,1.07E-12
6765,1.07E-12
6766.4,1.08E-12
6767.8,1.09E-12
6769.2,1.09E-12
6770.6,1.08E-12
6772,1.08E-12
6773.4,1.09E-12
6774.8,1.09E-12
6776.2,1.08E-12
6777.6,1.08E-12
6779,1.08E-12
6780.4,1.08E-12
6781.8,1.07E-12
6783.2,1.06E-12
6784.6,1.05E-12
6786,1.05E-12
6787.4,1.04E-12
6788.8,1.03E-12
6790.2,1.03E-12
6791.6,1.05E-12
6793,1.05E-12
6794.4,1.05E-12
6795.8,1.06E-12
6797.2,1.07E-12
6798.6,1.08E-12
6800,1.09E-12
6801.4,1.10E-12
6802.8,1.11E-12
6804.2,1.10E-12
6805.6,1.09E-12
6807,1.08E-12
6808.4,1.07E-12
6809.8,1.08E-12
6811.2,1.08E-12
6812.6,1.10E-12
6814,1.12E-12
6815.4,1.10E-12
6816.8,1.08E-12
6818.2,1.07E-12
6819.6,1.06E-12
6821,1.06E-12
6822.4,1.05E-12
6823.8,1.04E-12
6825.2,1.04E-12
6826.6,1.04E-12
6828,1.03E-12
6829.4,1.04E-12
6830.8,1.05E-12
6832.2,1.05E-12
6833.6,1.05E-12
6835,1.04E-12
6836.4,1.05E-12
6837.8,1.08E-12
6839.2,1.10E-12
6840.6,1.06E-12
6842,1.03E-12
6843.4,1.03E-12
6844.8,1.04E-12
6846.2,1.05E-12
6847.6,1.06E-12
6849,1.05E-12
6850.4,1.04E-12
6851.8,1.06E-12
6853.2,1.05E-12
6854.6,1.02E-12
6856,1.01E-12
6857.4,1.02E-12
6858.8,1.03E-12
6860.2,1.04E-12
6861.6,1.05E-12
6863,1.06E-12
6864.4,1.07E-12
6865.8,1.02E-12
6867.2,9.28E-13
6868.6,8.34E-13
6870,7.82E-13
6871.4,7.81E-13
6872.8,7.92E-13
6874.2,8.02E-13
6875.6,8.13E-13
6877,8.33E-13
6878.4,8.60E-13
6879.8,8.90E-13
